commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
54163,54161,"build(deps-dev): bump mkdocs-material from 9.5.2 to 9.5.19

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.2 to 9.5.19.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.2...9.5.19)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
56790,56788,"build(deps-dev): bump mkdocs-material from 9.5.15 to 9.5.16

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.15 to 9.5.16.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.15...9.5.16)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
57323,57321,"build(deps-dev): bump ruff from 0.3.3 to 0.3.4

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.3.3 to 0.3.4.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.3.3...v0.3.4)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
57375,57373,"build(deps-dev): bump pytest-mock from 3.12.0 to 3.14.0

Bumps [pytest-mock](https://github.com/pytest-dev/pytest-mock) from 3.12.0 to 3.14.0.
- [Release notes](https://github.com/pytest-dev/pytest-mock/releases)
- [Changelog](https://github.com/pytest-dev/pytest-mock/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest-mock/compare/v3.12.0...v3.14.0)

---
updated-dependencies:
- dependency-name: pytest-mock
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
58989,58987,Merge branch 'master' into fix/changelog-hook-not-called,other,,False,other
60012,60010,fix(changelog): Factorized TAG_FORMAT_REGEXES,fix,changelog,False,bug_fixes
60053,60051,Merge branch 'master' into regex-tags,other,,False,other
60870,60868,fix:  Improve type annotations,fix,,False,bug_fixes
60887,60885,"fix(bump):  only get and validate commits if increment is not provided

This avoids calls to git and additional validations that are not necessary when using --increment",fix,bump,False,bug_fixes
61374,61372,style: update ruff config with the latest config format,style,,False,tech_debt
61408,61406,"build(deps-dev): bump mkdocs-material from 9.5.5 to 9.5.6

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.5 to 9.5.6.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.5...9.5.6)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
61826,61824,feat(provider): add new maven provider for handling versions from pom.xml,feat,provider,False,feature_work
62428,62426,"build(deps-dev): bump types-deprecated from 1.2.9.3 to 1.2.9.20240106

Bumps [types-deprecated](https://github.com/python/typeshed) from 1.2.9.3 to 1.2.9.20240106.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-deprecated
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
64205,64203,"build(deps-dev): bump ruff from 0.0.292 to 0.1.6

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.292 to 0.1.6.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.292...v0.1.6)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
65221,65219,Merge branch 'master' into dependabot/pip/urllib3-2.0.7,other,,False,other
65385,65383,ci: add py3.12 to tests (#887),ci,,False,tech_debt
66752,66750,"build(deps): bump argcomplete from 3.1.1 to 3.1.2

Bumps [argcomplete](https://github.com/kislyuk/argcomplete) from 3.1.1 to 3.1.2.
- [Release notes](https://github.com/kislyuk/argcomplete/releases)
- [Changelog](https://github.com/kislyuk/argcomplete/blob/develop/Changes.rst)
- [Commits](https://github.com/kislyuk/argcomplete/compare/v3.1.1...v3.1.2)

---
updated-dependencies:
- dependency-name: argcomplete
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
66789,66787,"build(deps-dev): bump ruff from 0.0.289 to 0.0.290

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.289 to 0.0.290.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/BREAKING_CHANGES.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.289...v0.0.290)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
67031,67029,"ci(github-actions): fix sponsorship action token used

it should be PERSONAL_ACCESS_TOKEN instead of PERSONAL_ACCESS_TOKEN_FOR_ORG",ci,github-actions,False,tech_debt
67731,67729,"refactor(tests): split provider tests into separate files for maintainability

closes #812",refactor,tests,False,tech_debt
68444,68442,fix(commitizen): Modify the function of the arg a of commit from git add all to git add update,fix,commitizen,False,bug_fixes
70089,70087,docs: document the `--prerelease` option,docs,,False,docs
71668,71666,style(mypy): fix warning due to mypy update,style,mypy,False,tech_debt
73023,73021,feat(commit): add --write-message-to-file option,feat,commit,False,feature_work
73193,73191,docs: move poetry req to contributing,docs,,False,docs
73250,73248,ci: add codecov minimum,ci,,False,tech_debt
73330,73328,test(bump): a longer word is used matching a type in commit message,test,bump,False,tech_debt
73398,73396,"build(poetry)(deps): bump importlib-metadata from 4.13.0 to 6.6.0

Bumps [importlib-metadata](https://github.com/python/importlib_metadata) from 4.13.0 to 6.6.0.
- [Release notes](https://github.com/python/importlib_metadata/releases)
- [Changelog](https://github.com/python/importlib_metadata/blob/main/CHANGES.rst)
- [Commits](https://github.com/python/importlib_metadata/compare/v4.13.0...v6.6.0)

---
updated-dependencies:
- dependency-name: importlib-metadata
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
73428,73426,test: add test for major_version_zero bug,test,,False,tech_debt
74110,74108,"build(poetry)(deps): bump argcomplete from 2.1.2 to 3.0.6

Bumps [argcomplete](https://github.com/kislyuk/argcomplete) from 2.1.2 to 3.0.6.
- [Release notes](https://github.com/kislyuk/argcomplete/releases)
- [Changelog](https://github.com/kislyuk/argcomplete/blob/develop/Changes.rst)
- [Commits](https://github.com/kislyuk/argcomplete/compare/v2.1.2...v3.0.6)

---
updated-dependencies:
- dependency-name: argcomplete
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
74276,74274,style: format code through black,style,,False,tech_debt
74871,74869,docs: add new section getting started,docs,,False,docs
74927,74925,"fix(init): welcome message

Co-authored-by: Wei Lee <weilee.rx@gmail.com>",fix,init,False,bug_fixes
75762,75760,"feat(providers): add support for some TOML-based versions (PEP621, Poetry, Cargo)",feat,providers,False,feature_work
75870,75868,Merge branch 'v3' into devrelease,other,,False,other
77739,77737,"docs(docs/contributing.md): update the contributing.md, add session `Install before contributing` and gpg install information.",docs,docs/contributing.md,False,docs
81594,81592,"fix: add missing `encoding` parameter

Add `encoding` parameter to `open` and `smart_open` method calls where missed. Use `defaults.encoding` as default.",fix,,False,bug_fixes
81660,81658,test: fix test case changes due to tomlkit upgrade,test,,False,tech_debt
82426,82424,bump: version 2.36.0 → 2.37.0,bump,,False,tech_debt
82450,82448,test: fix test case changes due to tomlkit upgrade,test,,False,tech_debt
82522,82520,"test(cli): skip argcomplete activation on Windows

`argcomplete` does not support Git Bash on Windows out of the box. For
details, see https://kislyuk.github.io/argcomplete/#git-bash-support.",test,cli,False,tech_debt
82546,82544,"fix(pythonpackage.yml): use `bash`

Specify `shell` as `bash` in `Run tests and linters` step.

Fixes: Issue #604",fix,pythonpackage.yml,False,bug_fixes
84230,84228,style: runned flake8 formatting,style,,False,tech_debt
84279,84277,fix(bump): fix typos,fix,bump,False,bug_fixes
84682,84680,fix(README.md): fix pre-commit install command,fix,README.md,False,bug_fixes
85028,85026,"refactor(init): `_install_pre_commit_hook` raise error when failed

instead of returning a `False` value.",refactor,init,False,tech_debt
86655,86653,"feat(ConventionalCommitsCz): allow to override defaults from config

As addressed on commitizen-tools#535, when using customize commitizen, if we want to
customize a small attribute, we need to redefine all commitizens options
to make our custom class work.

For example:

```diff
diff --git a/cz.yaml b/cz.yaml
index f2e19a9..302e961 100644
--- a/cz.yaml
+++ b/cz.yaml
@@ -1,6 +1,18 @@
 commitizen:
   annotated_tag: true
   bump_message: 'bump: $current_version -> $new_version [skip ci]'
-  name: cz_conventional_commits
+  name: cz_customize
   update_changelog_on_bump: true
   version: 0.11.0
+
+  customize:
+    bump_pattern: '^(fix|feat|docs|style|refactor|test|build|ci)'
+    bump_map:
+      fix: PATCH
+      feat: PATCH
+      docs: PATCH
+      style: PATCH
+      refactor: PATCH
+      test: PATCH
+      build: PATCH
+      ci: PATCH
diff --git a/t b/t
new file mode 100644
index 0000000..e69de29
diff --git a/t2 b/t2
new file mode 100644
index 0000000..e69de29
```

making the following change on a repo would cause an unexpected
behavior:

```python
+ bash -c cz commit

Traceback (most recent call last):
  File ""/home/amit/.local/bin/cz"", line 8, in <module>
    sys.exit(main())
  File ""/home/amit/.local/lib/python3.10/site-packages/commitizen/cli.py"", line 382, in main
    args.func(conf, vars(args))()
  File ""/home/amit/.local/lib/python3.10/site-packages/commitizen/commands/commit.py"", line 74, in __call__
    m = self.prompt_commit_questions()
  File ""/home/amit/.local/lib/python3.10/site-packages/commitizen/commands/commit.py"", line 49, in prompt_commit_questions
    for question in filter(lambda q: q[""type""] == ""list"", questions):
  File ""/home/amit/.local/lib/python3.10/site-packages/commitizen/commands/commit.py"", line 49, in <lambda>
    for question in filter(lambda q: q[""type""] == ""list"", questions):
KeyError: 'type'
```

From my best understanding, this error happens because I didn't defined
question section in config, though I'm ok with using
ConventionalCommitsCz default ones.

This commit extends ConventionalCommitsCz to read from config and
fallbacks to defaults if some are not provided.

By adding this change, potentially customize commitizen can be
deprecated.

Closes commitizen-tools#535.",feat,ConventionalCommitsCz,False,feature_work
87163,87161,"test(bump): fixes logic issue made evident by the latest fix(git) commit

git was failing ""fatal: ambiguous argument 'HEAD': unknown revision or path not in the working tree"". There is no HEAD for get_commits until at least one commit is made.",test,bump,False,tech_debt
87854,87852,check if key is created,other,,False,other
88755,88753,"This is a descriptive title

The description should be capped at X chars

+ref: 9011
+semver: breaking",other,,False,other
89066,89064,feature:,other,,False,other
90039,90037,"feat: add --no-raise to avoid raising error codes

Closes #485",feat,,False,feature_work
90133,90131,refactor: Switch to issue forms,refactor,,False,tech_debt
92774,92772,"feat: add signoff parameter to commit command

command to sign off the commit, equivalent to git commit -s",feat,,False,feature_work
93544,93542,"docs(config): fix broken links

These reference-style links should in `[link][id]` format instead of `[link](id)`.",docs,config,False,docs
93590,93588,"fix(cli): handle argparse different behavior after python 3.9

argparse raises TypeError when non exist command is provided on Python < 3.9
but raise SystemExit with exit code == 2 on Python 3.9
this error does not break anything obviously from the user perspective, but will break our existing test

429",fix,cli,False,bug_fixes
94510,94508,"Merge pull request #1 from falko-apheris/falko-apheris-patch-1

docs: add docs for 3rd party module cz-github-jira-conventional",other,,False,other
94806,94804,"test: update tests for keyboard shortcuts

Only testing that cz_conventional_commits has keyboard shortcuts configured, and that the use_shortcuts config option is known. Actually mocking and asserting against what's written to stdout is a footgun

#406, #380",test,,False,tech_debt
95067,95065,test(changelog): refactor test cases through file regression,test,changelog,False,tech_debt
95091,95089,test: remove test generated file,test,,False,tech_debt
95940,95938,"test(bump): add test cast that fails to bump correctly

#383",test,bump,False,tech_debt
95948,95946,"fix(bump): fix offset error due to partially match

for examply, if what we want to bump is ""version = 1.2.9"", we still lookup up ""version = 2.0.0"" and changed the offset
this is fixed by changing offset only when matching is found

#383",fix,bump,False,bug_fixes
98124,98122,"fix(config): change read mode from `r` to `rb`

fix(#349): Update data type support str and byte",fix,config,False,bug_fixes
98563,98561,ci: attempt to fix homebrew action,ci,,False,tech_debt
99193,99191,fix: read commit_msg_file with utf-8,fix,,False,bug_fixes
99281,99279,refactor(#323): address PR feedback,refactor,#323,False,tech_debt
100270,100268,docs(bump): fix typo,docs,bump,False,docs
100734,100732,docs(bump): document usage of the `update_changelog_on_bump` flag,docs,bump,False,docs
102746,102744,fix(cli): add guideline for subject input,fix,cli,False,bug_fixes
103555,103553,refactor(wrap_stdout): remove unused lines,refactor,wrap_stdout,False,tech_debt
104578,104576,"feat(init): enable setting up pre-commit hook through ""cz init""",feat,init,False,feature_work
104897,104895,"fix(commands/commit): use return_code to raise commit error, not stderr",fix,commands/commit,False,bug_fixes
105072,105070,docs(README.md): make documentation more visible,docs,README.md,False,docs
106374,106372,"refactor: use custom exception for error handling

The error code used is embedded into these exceptions",refactor,,False,tech_debt
106446,106444,refactor(exception): implement message handling mechanism for CommitizenException,refactor,exception,False,tech_debt
106576,106574,docs: exit codes,docs,,False,docs
107247,107245,ci(scripts/test): add commit check,ci,scripts/test,False,tech_debt
107408,107406,docs: add info about creating custom changelog,docs,,False,docs
107486,107484,fix(changelog): rename `message_hook` -> `changelog_message_builder_hook`,fix,changelog,False,bug_fixes
107571,107569,docs(bump): add example to --check-inconsistency,docs,bump,False,docs
108190,108188,fix(changelog): check get_metadata for existing changelog file,fix,changelog,False,bug_fixes
109263,109261,bump: version 1.17.1 → 1.18.0,bump,,False,tech_debt
109472,109470,"style(config): move .flake8 to setup.cfg and add mypy, pytest config",style,config,False,tech_debt
109480,109478,ci(scripts/test): remove redundant arugment (it's been configed in setup.cfg),ci,scripts/test,False,tech_debt
109574,109572,"feat(find_increment): allow to use regex keys for bump_map

Default bump_map doesnt consider breaking change identificator ""!"". Regex keys should take care of it.",feat,find_increment,False,feature_work
110159,110157,"build(deps-dev): update mypy requirement from ^0.761 to ^0.770

Updates the requirements on [mypy](https://github.com/python/mypy) to permit the latest version.
- [Release notes](https://github.com/python/mypy/releases)
- [Commits](https://github.com/python/mypy/compare/v0.761...v0.770)

Signed-off-by: dependabot-preview[bot] <support@dependabot.com>",build,deps-dev,False,tech_debt
110267,110265,feat(commands/check): add --rev-range argument for checking commits within some range,feat,commands/check,False,feature_work
110348,110346,"feat(commands/changelog): generate changelog_tree from all past commits

TODO: find rev for each changelog entry",feat,commands/changelog,False,feature_work
110412,110410,refactor(tests/utils): move create_file_and_commit to tests/utils,refactor,tests/utils,False,tech_debt
110516,110514,docs(config): add changlog_file a config option,docs,config,False,docs
110665,110663,docs(check): fix pre-commit setup,docs,check,False,docs
110721,110719,"Revert ""fix(pre-commit): set pre-commit check stage to commit-msg""

This reverts commit afc70133e4a81344928561fbf3bb20738dfc8a0b.",other,,False,other
110784,110782,fix(commands/check): add bump into valid commit message of convention commit pattern,fix,commands/check,False,bug_fixes
111281,111279,refactor(tests/utils): move create_file_and_commit to tests/utils,refactor,tests/utils,False,tech_debt
111329,111327,refactor(templates): move changelog_template from cz to templates,refactor,templates,False,tech_debt
111361,111359,style(tests/commands/changelog): blackify,style,tests/commands/changelog,False,tech_debt
111668,111666,"feat(config): look up configuration in git project root

#117",feat,config,False,feature_work
111716,111714,"refactor(config/base_config): make set_key not implemented

it's not used in base_config but should be overwritten in a child class",refactor,config/base_config,False,tech_debt
111724,111722,test(config/toml_config): add test case to init_empty_config_file,test,config/toml_config,False,tech_debt
112194,112192,"docs(check): add doc for enforcing check through pre-commit

59",docs,check,False,docs
112312,112310,fix(github_workflow/pythonpackage): set git config for unit testing,fix,github_workflow/pythonpackage,False,bug_fixes
112502,112500,"refactor(cli): add argument for version command

73",refactor,cli,False,tech_debt
112619,112617,"feat(git): add get_latest_tag, get_all_tags

#57",feat,git,False,feature_work
112675,112673,"feat(commands/init): Implment init command

set tag and tag_format",feat,commands/init,False,feature_work
112861,112859,"test(all): fix test break due to refactoring

note that empty config file is not yet handled. should be fix in next commit",test,all,False,tech_debt
112877,112875,"refactor(cz/customize): remove unnecessary statement ""raise NotImplementedError(""Not Implemented yet"")""",refactor,cz/customize,False,tech_debt
113210,113208,Fix Jira issue format matching according to https://confluence.atlassian.com/fisheye/using-smart-commits-960155400.html#UsingSmartCommits-GetSmartCommitsworking,other,,False,other
113718,113716,"style: Reimplemented quoting in error message such that internal double-quotes no longer need to be escaped

Saw that changes from previous PR broke style guidelines",style,,False,tech_debt
114389,114387,fix(test_cli): testing the version command,fix,test_cli,False,bug_fixes
115360,115358,build: new deploy script and updated changelog,build,,False,tech_debt
115574,115572,"feat(commit): new retry argument to execute previous commit again

Closes #40",feat,commit,False,feature_work
116594,116592,feat: first semantic version bump implementaiton,feat,,False,feature_work
116650,116648,feat: new working bump command,feat,,False,feature_work
116839,116837,style: black to files,style,,False,tech_debt
56964,56962,refactor(defaults): move cz_conventional_commit defaults out of defaults.py,refactor,defaults,False,tech_debt
63462,63460,"build(deps): bump importlib-metadata from 6.8.0 to 7.0.0

Bumps [importlib-metadata](https://github.com/python/importlib_metadata) from 6.8.0 to 7.0.0.
- [Release notes](https://github.com/python/importlib_metadata/releases)
- [Changelog](https://github.com/python/importlib_metadata/blob/main/NEWS.rst)
- [Commits](https://github.com/python/importlib_metadata/compare/v6.8.0...v7.0.0)

---
updated-dependencies:
- dependency-name: importlib-metadata
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
65168,65166,"build(deps-dev): bump black from 23.9.1 to 23.10.0

Bumps [black](https://github.com/psf/black) from 23.9.1 to 23.10.0.
- [Release notes](https://github.com/psf/black/releases)
- [Changelog](https://github.com/psf/black/blob/main/CHANGES.md)
- [Commits](https://github.com/psf/black/compare/23.9.1...23.10.0)

---
updated-dependencies:
- dependency-name: black
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
65633,65631,"build(deps-dev): bump mypy from 1.5.1 to 1.6.0

Bumps [mypy](https://github.com/python/mypy) from 1.5.1 to 1.6.0.
- [Commits](https://github.com/python/mypy/compare/v1.5.1...v1.6.0)

---
updated-dependencies:
- dependency-name: mypy
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
67699,67697,refactor(provider): remove unnecessary TYPE_CHECKING from provider tests,refactor,provider,False,tech_debt
67715,67713,Merge branch 'chore/provider-refactor' of github.com:davidlday/commitizen into chore/provider-refactor,other,,False,other
67877,67875,refactor(provider): fully qualify import of commitizen.providers.base_provider,refactor,provider,False,tech_debt
68229,68227,style(commit.py): fix style,style,commit.py,False,tech_debt
68420,68418,feat(commands): add arg of cz commit to execute git add,feat,commands,False,feature_work
68658,68656,"build(deps-dev): bump ruff from 0.0.284 to 0.0.285

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.284 to 0.0.285.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/BREAKING_CHANGES.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.284...v0.0.285)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
68717,68715,docs(auto_prepare_commit_message.md): fixing hook URLs,docs,auto_prepare_commit_message.md,False,docs
69022,69020,"build(deps-dev): bump ruff from 0.0.282 to 0.0.283

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.282 to 0.0.283.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/BREAKING_CHANGES.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.282...v0.0.283)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
69281,69279,"build(deps-dev): bump ruff from 0.0.280 to 0.0.282

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.280 to 0.0.282.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/BREAKING_CHANGES.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.280...v0.0.282)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
69483,69481,"build(deps): bump tomlkit from 0.11.8 to 0.12.1

Bumps [tomlkit](https://github.com/sdispater/tomlkit) from 0.11.8 to 0.12.1.
- [Release notes](https://github.com/sdispater/tomlkit/releases)
- [Changelog](https://github.com/sdispater/tomlkit/blob/master/CHANGELOG.md)
- [Commits](https://github.com/sdispater/tomlkit/compare/0.11.8...0.12.1)

---
updated-dependencies:
- dependency-name: tomlkit
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
70065,70063,refactor: incorporate PR feedback,refactor,,False,tech_debt
71184,71182,"build(deps): bump typing-extensions from 4.6.3 to 4.7.1

Bumps [typing-extensions](https://github.com/python/typing_extensions) from 4.6.3 to 4.7.1.
- [Release notes](https://github.com/python/typing_extensions/releases)
- [Changelog](https://github.com/python/typing_extensions/blob/main/CHANGELOG.md)
- [Commits](https://github.com/python/typing_extensions/compare/4.6.3...4.7.1)

---
updated-dependencies:
- dependency-name: typing-extensions
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
71863,71861,"build(deps-dev): bump pytest from 7.3.1 to 7.3.2

Bumps [pytest](https://github.com/pytest-dev/pytest) from 7.3.1 to 7.3.2.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/7.3.1...7.3.2)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
73111,73109,refactor(commit): change type of write_message_to_file to path,refactor,commit,False,tech_debt
74260,74258,build(dev): update and fixes some dependencies,build,dev,False,tech_debt
74404,74402,"test(scripts): run same file tests individually

Running tests concurrently can cause temporary files, such as the file
used to backup the commit message, to be deleted by one test but
accessed by another test later on.",test,scripts,False,tech_debt
74476,74474,docs: add auto check and format files,docs,,False,docs
74484,74482,docs: improve third party section,docs,,False,docs
74548,74546,docs(config): make settings shareable,docs,config,False,docs
74677,74675,build(pre-commit): fix config typo,build,pre-commit,False,tech_debt
74807,74805,docs: add auto check and format files,docs,,False,docs
74887,74885,fix: major version zero message,fix,,False,bug_fixes
75602,75600,style: fix end of line through pre-commit,style,,False,tech_debt
75730,75728,"feat(plugins): Switch to an importlib.metadata.EntryPoint-based plugin loading

Plugins are now loaded using the `commitizen.plugin` entrypoint
while legacy plugin are not loaded anymore but a warning is raised when one is seen.

Fixes #495

BREAKING CHANGE: Plugins are now exposed as `commitizen.plugin` entrypoints",feat,plugins,False,feature_work
75786,75784,"feat(providers): add a `scm` version provider

Reads version from the repository last tag matching `tag_format`

Fixes #641",feat,providers,False,feature_work
76081,76079,"refactor: Make tag_format properly default to $version

We've been using this default already in `normalize_tag`,
but setting this value in the settings dict is cleaner.",refactor,,False,tech_debt
76121,76119,"feat: Introduce tag_regex option with smart default

Closes https://github.com/commitizen-tools/commitizen/issues/519

CLI flag name: --tag-regex

Heavily inspired by
https://github.com/commitizen-tools/commitizen/pull/537, but extends
it with a smart default value to exclude non-release tags. This was
suggested in
https://github.com/commitizen-tools/commitizen/issues/519#issuecomment-1163923719",feat,,False,feature_work
77154,77152,"chore(check): add customizable allowed prefixes

The allowed prefixes, which bypass the regex check,
can now be configured.",chore,check,False,tech_debt
77530,77528,chore: fix error message typo,chore,,False,tech_debt
78533,78531,"feat: Make `cz bump` work on shallow clones

This allows reliably setting up your CI to only fetch the latest changes.
E.g. Gitlab CI uses shallow clones with a depth of 20 by default:
https://gitlab.com/gitlab-org/gitlab/-/merge_requests/77576

Only `tag_exists()` had to be modified for this. `cz changelog` is not
ready yet, more functions would have to include a `git fetch` for that.

I was worried about slowing down error reporting in non-CI workflows (""git
fetch"" calls can sometimes take a while if your connection is bad). To
minimize the risk for this, now only fetching the tag for shallow
clones and always printing a warning when this happens.

I was hit by this issue while trying out Commitizen in Gitlab CI on a
monorepo, where some packages haven't seen a release for >50 commits.",feat,,False,feature_work
81554,81552,fix: correct type hinting,fix,,False,bug_fixes
81586,81584,docs: add encoding configuration,docs,,False,docs
82538,82536,"feat(unicode): add unicode support

This will allow commiting, e.g., emoji's and parsing commit messages for
unicode characters when creating change logs.",feat,unicode,False,feature_work
82586,82584,"feat(unicode): add unicode support

This will allow commiting, e.g., emoji's and parsing commit messages for
unicode characters when creating change logs.",feat,unicode,False,feature_work
83226,83224,ci: rerun workflow,ci,,False,tech_debt
83234,83232,fix(pythonpackage.yml): undo indent reformatting,fix,pythonpackage.yml,False,bug_fixes
83290,83288,"test(bump): handle Windows path separator

Windows uses `\` for path separation, causing python to see the `\U` in
`C:\Users` as a Unicode string. Replace `\\` with `/` in file path
strings.

Also, the colon in drive paths on Windows causes the `partition` logic
in `bump.py` and `commands/bump.py` to fail. Perform the logic on the
path without the drive portion.",test,bump,False,tech_debt
83671,83669,"fix: filter git diff from commit message

When running `git commit --verbose` when using commitizen as a pre-commit we
have a bug because of the diff that is incorrectly included.

I have filtered out everything that is auto generated by git and that is
normally excluded.

See issue: https://github.com/commitizen-tools/commitizen/issues/598",fix,,False,bug_fixes
84295,84293,feat(bump): support optional manual version argument,feat,bump,False,feature_work
84829,84827,"ci(pre-commit): Bump self test v2.32.2 --> v2.32.3

The version of the Commitizen pre-commit hooks is typically bumped
automatically by Commitizen itself, but because the behavior of cz bump
was changed in Commitizen v2.32.3, and the bump from v2.32.2 to v2.32.3
was performed by Commitizen v2.32.2, the pre-commit hooks were not
bumped.",ci,pre-commit,False,tech_debt
85012,85010,test(init): pre-commit failed cases,test,init,False,tech_debt
86279,86277,fix(cmd): improve character encoding detection for sub-commands,fix,cmd,False,bug_fixes
86322,86320,test: Add ignore fixup! & squash! tests,test,,False,tech_debt
